"patient_id","question_id","model","score_bleu","score_rouge_l","score_bert"
88,9,"deepseek-v3",0.21735947,0.65806454,0.91590273
89,0,"deepseek-v3",0.78093255,0.9189189,0.9887117
89,1,"deepseek-v3",0.69647056,1.0,0.99411964
89,2,"deepseek-v3",0.25131977,0.57894737,0.92884314
89,3,"deepseek-v3",0.3405253,0.71428573,0.9501128
89,4,"deepseek-v3",0.6692093,0.85714287,0.9808676
89,5,"deepseek-v3",0.8423627,1.0,0.99346596
89,6,"deepseek-v3",0.14849102,0.6388889,0.9438763
89,7,"deepseek-v3",0.4556162,0.95652175,0.9775022
89,8,"deepseek-v3",0.0,0.6666667,0.9499028
89,9,"deepseek-v3",0.33102837,0.8142857,0.9543833
90,0,"deepseek-v3",0.096336,0.2524272,0.86692315
90,1,"deepseek-v3",0.59694916,0.8888889,0.99327046
90,2,"deepseek-v3",0.20162086,0.52380955,0.92622805
90,3,"deepseek-v3",0.78858817,0.9433962,0.9899904
90,4,"deepseek-v3",0.6450925,0.8,0.9711039
90,5,"deepseek-v3",0.27499777,0.5555556,0.88334686
90,6,"deepseek-v3",0.0,0.16216215,0.8493607
90,7,"deepseek-v3",0.4556162,0.95652175,0.97840005
90,8,"deepseek-v3",0.0,0.6666667,0.9528417
90,9,"deepseek-v3",0.37645802,0.7118644,0.9433284
91,0,"deepseek-v3",0.09772992,0.27586207,0.9098522
91,1,"deepseek-v3",1.0,1.0,0.9999999
91,2,"deepseek-v3",0.14362709,0.53333336,0.92775697
91,3,"deepseek-v3",0.20865333,0.592,0.92290914
91,4,"deepseek-v3",0.8037775,0.9230769,0.9895624
91,5,"deepseek-v3",0.19124813,0.63414633,0.93911004
91,6,"deepseek-v3",0.0,0.15384616,0.8399567
91,7,"deepseek-v3",0.312394,0.9,0.95600426
91,8,"deepseek-v3",0.45480192,0.85714287,0.9705667
91,9,"deepseek-v3",0.16645266,0.5,0.8938251
92,0,"deepseek-v3",0.4197757,0.8196721,0.96432424
92,1,"deepseek-v3",1.0,1.0,1.0
92,2,"deepseek-v3",0.18007848,0.52380955,0.9233568
92,3,"deepseek-v3",0.24072818,0.7619048,0.9510687
92,4,"deepseek-v3",1.0,1.0,0.9999999
92,5,"deepseek-v3",1.0,1.0,1.0000001
92,6,"deepseek-v3",0.20999803,0.65789473,0.9497797
92,7,"deepseek-v3",0.28256774,0.85714287,0.96349895
92,8,"deepseek-v3",0.0,0.5555556,0.9145126
92,9,"deepseek-v3",0.3430127,0.7826087,0.9361875
93,0,"deepseek-v3",0.53034747,0.7164179,0.96221733
93,1,"deepseek-v3",0.6997522,0.9230769,0.9855427
93,2,"deepseek-v3",1.0,1.0,1.0
93,3,"deepseek-v3",0.0,0.4,0.9322601
93,4,"deepseek-v3",0.0,0.3846154,0.91802835
93,5,"deepseek-v3",0.8555262,1.0,0.9935557
93,6,"deepseek-v3",0.59105223,0.93333334,0.98572975
93,7,"deepseek-v3",0.59460354,1.0,0.98752296
93,8,"deepseek-v3",0.0,0.6666667,0.95133424
93,9,"deepseek-v3",0.47172073,0.8095238,0.9687543
94,0,"deepseek-v3",0.6814641,0.8648649,0.9758738
94,1,"deepseek-v3",0.3725403,0.7777778,0.95544
94,2,"deepseek-v3",0.14090128,0.57894737,0.9296814
94,3,"deepseek-v3",0.6487553,0.8712871,0.9652601
94,4,"deepseek-v3",0.32163975,0.72727275,0.9544991
94,5,"deepseek-v3",0.8555262,1.0,0.9922748
94,6,"deepseek-v3",0.19632372,0.65753424,0.9509968
94,7,"deepseek-v3",0.59460354,1.0,0.9875234
94,8,"deepseek-v3",0.0,0.6666667,0.9500606
94,9,"deepseek-v3",0.31566057,0.6814815,0.92235947
95,0,"deepseek-v3",0.38131574,0.7692308,0.96234226
95,1,"deepseek-v3",0.72925717,0.8695652,0.9703522
95,2,"deepseek-v3",0.18550014,0.5116279,0.9267521
95,3,"deepseek-v3",0.23971908,0.7226891,0.94395655
95,4,"deepseek-v3",0.6750915,0.8372093,0.9732129
95,5,"deepseek-v3",0.8423627,1.0,0.99366903
95,6,"deepseek-v3",0.0,0.14285715,0.8618078
95,7,"deepseek-v3",0.0,0.47619048,0.9380946
95,8,"deepseek-v3",0.0,0.7692308,0.9586556
95,9,"deepseek-v3",0.0,0.20408164,0.83483744
96,0,"deepseek-v3",0.5731397,0.7906977,0.9618001
96,1,"deepseek-v3",1.0,1.0,0.9999998
96,2,"deepseek-v3",0.67865026,0.9,0.9687775
96,3,"deepseek-v3",0.0,0.3846154,0.9342586
96,4,"deepseek-v3",0.37991783,0.84210527,0.96856743
96,5,"deepseek-v3",0.8265168,1.0,0.99197876
96,6,"deepseek-v3",0.159564,0.43636364,0.9240691
96,7,"deepseek-v3",0.66063285,1.0,0.9901539
96,8,"deepseek-v3",0.0,0.6666667,0.9497301
96,9,"deepseek-v3",0.39851633,0.67741936,0.95196885
97,0,"deepseek-v3",1.0,1.0,1.0000002
97,1,"deepseek-v3",0.0,0.3478261,0.8927336
97,2,"deepseek-v3",0.1449773,0.52380955,0.9275861
97,3,"deepseek-v3",0.2473925,0.7058824,0.9457165
97,4,"deepseek-v3",0.5366411,0.77272725,0.9628086
97,5,"deepseek-v3",0.0,0.53846157,0.9093029
97,6,"deepseek-v3",0.21355256,0.7012987,0.9467324
97,7,"deepseek-v3",0.28256774,0.85714287,0.9621576
97,8,"deepseek-v3",0.0,0.6666667,0.9528417
97,9,"deepseek-v3",0.23836529,0.6976744,0.9453463
98,0,"deepseek-v3",0.7064752,0.8791209,0.9779919
98,1,"deepseek-v3",1.0,1.0,0.9999999
98,2,"deepseek-v3",0.1587747,0.5365854,0.9293364
98,3,"deepseek-v3",0.28445634,0.71666664,0.94566697
98,4,"deepseek-v3",0.6750915,0.8372093,0.9731208
98,5,"deepseek-v3",0.26013672,0.46153846,0.89252055
98,6,"deepseek-v3",0.0,0.15625,0.85720855
98,7,"deepseek-v3",0.4556162,0.95652175,0.97840005
98,8,"deepseek-v3",0.0,0.6666667,0.9528417
98,9,"deepseek-v3",0.2247923,0.7164179,0.94051033
99,0,"deepseek-v3",0.1506915,0.32941177,0.9057928
99,1,"deepseek-v3",1.0,1.0,0.9999999
99,2,"deepseek-v3",0.1215777,0.5106383,0.9263025
99,3,"deepseek-v3",0.25797275,0.78571427,0.95205295
99,4,"deepseek-v3",0.4635211,0.75555557,0.96030754
99,5,"deepseek-v3",0.8423627,1.0,0.9931791
99,6,"deepseek-v3",0.36485863,0.7654321,0.9643312
99,7,"deepseek-v3",0.7419447,1.0,0.9929706
99,8,"deepseek-v3",0.0,0.7692308,0.9586556
99,9,"deepseek-v3",0.41364932,0.7721519,0.95307446
100,0,"deepseek-v3",0.82324904,0.95652175,0.98614216
100,1,"deepseek-v3",1.0,1.0,1.0
100,2,"deepseek-v3",0.25422767,0.51282054,0.9042755
100,3,"deepseek-v3",0.0,0.4,0.9301795
100,4,"deepseek-v3",0.82423675,0.84615386,0.97339034
100,5,"deepseek-v3",0.8265168,0.9166667,0.9764333
100,6,"deepseek-v3",0.2570923,0.5964912,0.93158597
100,7,"deepseek-v3",0.58143073,1.0,0.9886536
100,8,"deepseek-v3",0.0,0.625,0.9236567
100,9,"deepseek-v3",0.36806124,0.7962963,0.9585087
1,0,"gpt-4o",0.8901732,0.95652175,0.99002725
1,1,"gpt-4o",0.8394327,0.9444444,0.9954833
1,2,"gpt-4o",0.22840552,0.5945946,0.93202984
1,3,"gpt-4o",0.37580493,0.74603176,0.9464968
1,4,"gpt-4o",0.64474845,0.86206895,0.97209483
1,5,"gpt-4o",0.8423627,1.0,0.99209875
1,6,"gpt-4o",0.47074914,0.90909094,0.97471607
1,7,"gpt-4o",0.28256774,0.85714287,0.9631607
1,8,"gpt-4o",0.0,0.6666667,0.9500606
1,9,"gpt-4o",0.36848846,0.8201439,0.96087104
2,0,"gpt-4o",0.85928994,0.9705882,0.99277
2,1,"gpt-4o",1.0,1.0,1.0
2,2,"gpt-4o",0.22118947,0.5263158,0.9313144
2,3,"gpt-4o",0.2766908,0.78333336,0.96060216
2,4,"gpt-4o",0.38310015,0.625,0.9461172
2,5,"gpt-4o",0.8555262,1.0,0.9926506
2,6,"gpt-4o",0.44909084,0.83146065,0.9761491
2,7,"gpt-4o",0.28256774,0.85714287,0.96145815
2,8,"gpt-4o",0.0,0.5714286,0.9287834
2,9,"gpt-4o",0.68919635,0.9491525,0.9855228
3,0,"gpt-4o",1.0,1.0,1.0
3,1,"gpt-4o",0.8282477,0.9411765,0.9914837
3,2,"gpt-4o",0.22840552,0.5945946,0.9341312
3,3,"gpt-4o",0.3513568,0.63492066,0.94376534
3,4,"gpt-4o",0.38994992,0.72727275,0.9511834
3,5,"gpt-4o",0.8423627,1.0,0.99366903
3,6,"gpt-4o",0.13797663,0.6486486,0.939344
3,7,"gpt-4o",0.28256774,0.85714287,0.9621576
3,8,"gpt-4o",0.0,0.7692308,0.9586556
3,9,"gpt-4o",0.22081009,0.6721311,0.9368404
4,0,"gpt-4o",1.0,1.0,1.0
4,1,"gpt-4o",1.0,1.0,0.9999998
4,2,"gpt-4o",0.1341582,0.45454547,0.92931056
4,3,"gpt-4o",0.12014891,0.6238532,0.9388239
4,4,"gpt-4o",0.7944837,0.93333334,0.97963274
4,5,"gpt-4o",1.0,1.0,1.0
4,6,"gpt-4o",0.17867936,0.6233766,0.9363015
4,7,"gpt-4o",0.28256774,0.85714287,0.9621576
4,8,"gpt-4o",0.0,0.6666667,0.9528417
4,9,"gpt-4o",0.16404991,0.5882353,0.9331983
5,0,"gpt-4o",1.0,1.0,1.0
5,1,"gpt-4o",0.40525877,0.72,0.94042766
5,2,"gpt-4o",0.22840552,0.5945946,0.9341312
5,3,"gpt-4o",0.2654876,0.67826086,0.9317928
5,4,"gpt-4o",0.4745544,0.7096774,0.9477306
5,5,"gpt-4o",0.468591,0.90909094,0.985402
5,6,"gpt-4o",0.12380098,0.5633803,0.92787987
5,7,"gpt-4o",0.48326978,0.7826087,0.953974
5,8,"gpt-4o",0.45480192,0.85714287,0.9705667
5,9,"gpt-4o",0.19315468,0.7194245,0.94750637
6,0,"gpt-4o",0.5405626,0.7936508,0.96703285
6,1,"gpt-4o",1.0,1.0,1.0
6,2,"gpt-4o",0.1449773,0.52380955,0.92775095
6,3,"gpt-4o",0.47867113,0.73846155,0.9678539
6,4,"gpt-4o",0.6450925,0.8,0.9675233
6,5,"gpt-4o",0.0,0.3181818,0.875013
6,6,"gpt-4o",0.0,0.21538462,0.85580385
6,7,"gpt-4o",0.28256774,0.85714287,0.9621576
6,8,"gpt-4o",0.0,0.6666667,0.9528417
6,9,"gpt-4o",0.572568,0.8333333,0.9689135
7,0,"gpt-4o",0.6504872,0.852459,0.9768751
7,1,"gpt-4o",1.0,1.0,0.99999994
7,2,"gpt-4o",0.14581709,0.4651163,0.93147314
7,3,"gpt-4o",0.44780442,0.6984127,0.9585821
7,4,"gpt-4o",0.8546472,0.9433962,0.9911511
7,5,"gpt-4o",0.0,0.4827586,0.90165436
7,6,"gpt-4o",0.0,0.28,0.86928034
7,7,"gpt-4o",0.28256774,0.85714287,0.9635543
7,8,"gpt-4o",0.0,0.6666667,0.9528417
7,9,"gpt-4o",0.2734503,0.62068963,0.91697305
8,0,"gpt-4o",0.73763037,0.9032258,0.98950124
8,1,"gpt-4o",1.0,1.0,1.0000001
8,2,"gpt-4o",0.1449773,0.52380955,0.92686504
8,3,"gpt-4o",0.33142895,0.7096774,0.9429553
8,4,"gpt-4o",0.0,0.3478261,0.91009295
8,5,"gpt-4o",0.38246024,0.8333333,0.9564692
8,6,"gpt-4o",0.17986195,0.61333334,0.9308898
8,7,"gpt-4o",0.28256774,0.85714287,0.9623447
8,8,"gpt-4o",0.0,0.1724138,0.8798443
8,9,"gpt-4o",0.2458466,0.5470086,0.9212923
9,0,"gpt-4o",0.5515954,0.7878788,0.97086805
9,1,"gpt-4o",0.59869087,0.9,0.9801069
9,2,"gpt-4o",0.0,0.23255815,0.8382332
9,3,"gpt-4o",0.2735644,0.63492066,0.94553435
9,4,"gpt-4o",0.6298778,0.8,0.960853
9,5,"gpt-4o",0.8423627,1.0,0.9931791
9,6,"gpt-4o",0.1801558,0.75,0.96006703
9,7,"gpt-4o",0.28256774,0.85714287,0.9621576
9,8,"gpt-4o",0.0,0.6666667,0.9528417
9,9,"gpt-4o",0.24769597,0.59504133,0.93243504
10,0,"gpt-4o",0.57693034,0.8125,0.9721345
10,1,"gpt-4o",0.35738802,0.8,0.9623807
10,2,"gpt-4o",0.1234315,0.44444445,0.9280603
10,3,"gpt-4o",0.31370097,0.7407407,0.9564974
10,4,"gpt-4o",0.48945358,0.72,0.9513682
10,5,"gpt-4o",0.8265168,1.0,0.99188066
10,6,"gpt-4o",0.16096522,0.61538464,0.93838704
10,7,"gpt-4o",0.59460354,1.0,0.9879457
10,8,"gpt-4o",0.0,0.6666667,0.9528417
10,9,"gpt-4o",0.19768931,0.6226415,0.92841697
11,0,"gpt-4o",0.569299,0.6785714,0.9486329
11,1,"gpt-4o",1.0,1.0,0.99999994
11,2,"gpt-4o",0.22118947,0.5263158,0.92947257
11,3,"gpt-4o",0.5408927,0.9056604,0.9747716
11,4,"gpt-4o",0.2315289,0.46153846,0.91643983
11,5,"gpt-4o",0.8423627,1.0,0.9931791
11,6,"gpt-4o",0.0,0.26229507,0.86526245
11,7,"gpt-4o",0.28256774,0.85714287,0.9635543
11,8,"gpt-4o",0.0,0.18518518,0.87414414
11,9,"gpt-4o",0.2763885,0.73913044,0.94748837
12,0,"gpt-4o",0.4431248,0.7619048,0.9624111
12,1,"gpt-4o",0.59694916,0.8888889,0.99327046
12,2,"gpt-4o",0.15848918,0.47619048,0.9320423
12,3,"gpt-4o",0.56633455,0.8888889,0.96872705
12,4,"gpt-4o",0.4630578,0.6792453,0.9541959
12,5,"gpt-4o",0.0,0.5,0.8878265
12,6,"gpt-4o",0.17631842,0.70731705,0.9516713
12,7,"gpt-4o",0.59460354,1.0,0.9879457
12,8,"gpt-4o",0.0,0.6666667,0.9528417
12,9,"gpt-4o",0.31102258,0.7751938,0.9487871
13,0,"gpt-4o",0.5325738,0.7878788,0.96866083
13,1,"gpt-4o",1.0,1.0,0.9999998
13,2,"gpt-4o",0.22840552,0.5945946,0.93220615
13,3,"gpt-4o",0.47201,0.75,0.95735615
13,4,"gpt-4o",0.49099916,0.72,0.9589741
13,5,"gpt-4o",0.0,0.39130434,0.88657314
13,6,"gpt-4o",0.5566508,0.9010989,0.98059
13,7,"gpt-4o",0.28256774,0.85714287,0.9621576
13,8,"gpt-4o",0.0,0.6666667,0.9528417
13,9,"gpt-4o",0.35928947,0.7969925,0.9535891
14,0,"gpt-4o",0.57693034,0.8125,0.9721345
14,1,"gpt-4o",0.0,0.53846157,0.9278392
14,2,"gpt-4o",0.1267259,0.4888889,0.9307168
14,3,"gpt-4o",0.35380465,0.73282444,0.9433186
14,4,"gpt-4o",0.6750915,0.8372093,0.9762721
14,5,"gpt-4o",0.34443763,0.6666667,0.9627813
14,6,"gpt-4o",0.2207425,0.6666667,0.9422127
14,7,"gpt-4o",0.0,0.22222222,0.91964036
14,8,"gpt-4o",0.0,0.6666667,0.9528417
14,9,"gpt-4o",0.20588075,0.59322035,0.9273035
15,0,"gpt-4o",0.41452706,0.7536232,0.9641489
15,1,"gpt-4o",0.5877284,0.9,0.9801069
15,2,"gpt-4o",0.14581709,0.4651163,0.92700654
15,3,"gpt-4o",0.4183266,0.7719298,0.9639468
15,4,"gpt-4o",0.48945358,0.72,0.94649374
15,5,"gpt-4o",0.8423627,1.0,0.9931791
15,6,"gpt-4o",0.17867936,0.6233766,0.93736225
15,7,"gpt-4o",0.59460354,1.0,0.9879457
15,8,"gpt-4o",0.0,0.6666667,0.9528417
15,9,"gpt-4o",0.24383628,0.60162604,0.92607266
16,0,"gpt-4o",1.0,1.0,1.0
16,1,"gpt-4o",1.0,1.0,0.99999994
16,2,"gpt-4o",0.27799448,0.4864865,0.91639155
16,3,"gpt-4o",0.0,0.37037036,0.9083375
16,4,"gpt-4o",0.21401604,0.53846157,0.94864976
16,5,"gpt-4o",0.8423627,0.9230769,0.97873425
16,6,"gpt-4o",0.13308443,0.77272725,0.95453095
16,7,"gpt-4o",0.59460354,1.0,0.9875234
16,8,"gpt-4o",0.0,0.6666667,0.9483905
16,9,"gpt-4o",0.15993626,0.48387095,0.91842616
17,0,"gpt-4o",1.0,1.0,1.0000001
17,1,"gpt-4o",0.7063486,0.9230769,0.97956705
17,2,"gpt-4o",0.22840552,0.5945946,0.9286771
17,3,"gpt-4o",0.37091967,0.8067227,0.9668331
17,4,"gpt-4o",0.669596,0.8214286,0.96498394
17,5,"gpt-4o",0.8423627,1.0,0.9931791
17,6,"gpt-4o",0.38565865,0.8148148,0.9595682
17,7,"gpt-4o",0.28256774,0.85714287,0.9632797
17,8,"gpt-4o",0.0,0.5714286,0.92851895
17,9,"gpt-4o",0.29381862,0.67826086,0.9423651
18,0,"gpt-4o",0.8293181,0.93939394,0.98945177
18,1,"gpt-4o",0.72925717,0.8695652,0.9703522
18,2,"gpt-4o",0.22828709,0.38709676,0.93022263
18,3,"gpt-4o",0.58958536,0.85714287,0.98361826
18,4,"gpt-4o",0.21401604,0.5185185,0.9460537
18,5,"gpt-4o",0.8423627,1.0,0.99267346
18,6,"gpt-4o",0.3367771,0.79452056,0.9691371
18,7,"gpt-4o",0.0,0.26086956,0.93043613
18,8,"gpt-4o",0.0,1.0,0.9831574
18,9,"gpt-4o",0.58408993,0.9104478,0.97733545
19,0,"gpt-4o",1.0,1.0,0.9999999
19,1,"gpt-4o",0.40525877,0.72,0.93974966
19,2,"gpt-4o",0.22840552,0.5945946,0.9382367
19,3,"gpt-4o",0.35683033,0.7288136,0.9568886
19,4,"gpt-4o",0.64869326,0.85714287,0.96517193
19,5,"gpt-4o",0.8423627,1.0,0.99183434
19,6,"gpt-4o",0.46677047,0.8181818,0.96391046
19,7,"gpt-4o",0.58143073,0.90909094,0.9801212
19,8,"gpt-4o",0.0,0.6666667,0.9498001
19,9,"gpt-4o",0.0,0.12345679,0.8407586
20,0,"gpt-4o",1.0,1.0,1.0
20,1,"gpt-4o",0.5873949,1.0,0.990374
20,2,"gpt-4o",0.1449773,0.52380955,0.9292544
20,3,"gpt-4o",0.2604956,0.47540984,0.9387166
20,4,"gpt-4o",0.65563977,0.8301887,0.9629564
20,5,"gpt-4o",0.0,0.4117647,0.89315856
20,6,"gpt-4o",0.34529024,0.68421054,0.9504739
20,7,"gpt-4o",0.28256774,0.85714287,0.9621576
20,8,"gpt-4o",0.0,0.7692308,0.9586556
20,9,"gpt-4o",0.21009415,0.6666667,0.94196403
21,0,"gpt-4o",0.46660426,0.7741935,0.96344995
21,1,"gpt-4o",0.59694916,0.8888889,0.99327046
21,2,"gpt-4o",0.17226253,0.4878049,0.9262425
21,3,"gpt-4o",0.23384641,0.6721311,0.9505338
21,4,"gpt-4o",0.4489929,0.7307692,0.95598024
21,5,"gpt-4o",0.8423627,1.0,0.9931791
21,6,"gpt-4o",0.0,0.24,0.86569554
21,7,"gpt-4o",0.59460354,1.0,0.9879457
21,8,"gpt-4o",0.0,0.6666667,0.9528417
21,9,"gpt-4o",0.36232445,0.6507937,0.9370618
22,0,"gpt-4o",0.6004753,0.82539684,0.9724744
22,1,"gpt-4o",0.35084397,0.8,0.9666469
22,2,"gpt-4o",0.0,0.21276596,0.83762014
22,3,"gpt-4o",0.56430715,0.8490566,0.94410276
22,4,"gpt-4o",0.09543399,0.36842105,0.88424736
22,5,"gpt-4o",0.8423627,0.9230769,0.9782995
22,6,"gpt-4o",0.0,0.30769232,0.87468094
22,7,"gpt-4o",0.28256774,0.85714287,0.9621576
22,8,"gpt-4o",0.0,0.6666667,0.9528417
22,9,"gpt-4o",0.16913876,0.5272727,0.91406727
23,0,"gpt-4o",1.0,1.0,0.9999999
23,1,"gpt-4o",1.0,1.0,1.0000002
23,2,"gpt-4o",0.19043377,0.5641026,0.9300628
23,3,"gpt-4o",0.0,0.4,0.93086714
23,4,"gpt-4o",0.37991783,0.84210527,0.9571655
23,5,"gpt-4o",0.8423627,1.0,0.99226904
23,6,"gpt-4o",0.74165565,0.87096775,0.9924737
23,7,"gpt-4o",0.28256774,0.85714287,0.96692204
23,8,"gpt-4o",0.0,0.6666667,0.9500606
23,9,"gpt-4o",0.28188673,0.6891892,0.94471323
25,0,"gpt-4o",0.38863978,0.7076923,0.9577077
25,1,"gpt-4o",0.59869087,0.9,0.9801069
25,2,"gpt-4o",0.15848918,0.47619048,0.9279686
25,3,"gpt-4o",0.72305995,0.9,0.9858452
25,4,"gpt-4o",0.08182547,0.35,0.8844463
25,5,"gpt-4o",0.8423627,1.0,0.9931791
25,6,"gpt-4o",0.19808465,0.6849315,0.9469573
25,7,"gpt-4o",0.28256774,0.85714287,0.9621576
25,8,"gpt-4o",0.0,0.6666667,0.9528417
25,9,"gpt-4o",0.30833724,0.75384617,0.9522977
26,0,"gpt-4o",1.0,1.0,1.0
26,1,"gpt-4o",1.0,1.0,0.9999998
26,2,"gpt-4o",0.0,0.21276596,0.8451171
26,3,"gpt-4o",0.23922631,0.6356589,0.93834454
26,4,"gpt-4o",0.65563977,0.8148148,0.96122724
26,5,"gpt-4o",1.0,1.0,1.0
26,6,"gpt-4o",0.24624519,0.75609756,0.9592244
26,7,"gpt-4o",0.28256774,0.85714287,0.9621576
26,8,"gpt-4o",0.0,0.6666667,0.9528417
26,9,"gpt-4o",0.16245705,0.5797101,0.93250084
27,0,"gpt-4o",0.2817595,0.5483871,0.9312387
27,1,"gpt-4o",0.0,0.17391305,0.87706894
27,2,"gpt-4o",0.0,0.25,0.84730226
27,3,"gpt-4o",0.42075503,0.75,0.9475594
27,4,"gpt-4o",0.0,0.54545456,0.9339182
27,5,"gpt-4o",1.0,1.0,1.0
27,6,"gpt-4o",0.13207223,0.6216216,0.9393254
27,7,"gpt-4o",0.59460354,1.0,0.9879457
27,8,"gpt-4o",0.0,0.7692308,0.9586556
27,9,"gpt-4o",0.22037064,0.7121212,0.92977965
28,0,"gpt-4o",1.0,1.0,1.0
28,1,"gpt-4o",0.7348889,0.9166667,0.9853339
28,2,"gpt-4o",0.20855725,0.57894737,0.9320083
28,3,"gpt-4o",0.5089245,0.8305085,0.9747743
28,4,"gpt-4o",0.25924945,0.65,0.9426773
28,5,"gpt-4o",0.0,0.2264151,0.8574399
28,6,"gpt-4o",0.6541249,0.9589041,0.9885397
28,7,"gpt-4o",0.28256774,0.85714287,0.9631968
28,8,"gpt-4o",0.0,0.6666667,0.9500606
28,9,"gpt-4o",0.4471206,0.7090909,0.9496439
29,0,"gpt-4o",0.74144125,0.9310345,0.9853353
29,1,"gpt-4o",1.0,1.0,0.99999994
29,2,"gpt-4o",0.14581709,0.4651163,0.9306516
29,3,"gpt-4o",0.18253548,0.7704918,0.9183371
29,4,"gpt-4o",0.51029044,0.75,0.95498693
29,5,"gpt-4o",0.8555262,1.0,0.9934716
29,6,"gpt-4o",0.8717572,0.9705882,0.99336904
29,7,"gpt-4o",0.28256774,0.85714287,0.9629375
29,8,"gpt-4o",0.0,0.16666667,0.88071805
29,9,"gpt-4o",0.20114101,0.51666665,0.9070134
30,0,"gpt-4o",0.45266104,0.75,0.9602727
30,1,"gpt-4o",1.0,1.0,0.9999998
30,2,"gpt-4o",0.1341582,0.45454547,0.9297833
30,3,"gpt-4o",0.25905406,0.624,0.9228743
30,4,"gpt-4o",0.44758704,0.6938776,0.94664294
30,5,"gpt-4o",0.8265168,1.0,0.9925594
30,6,"gpt-4o",0.1300856,0.5915493,0.92897874
30,7,"gpt-4o",0.7419447,1.0,0.9929706
30,8,"gpt-4o",0.0,0.6666667,0.9528417
30,9,"gpt-4o",0.14361244,0.54545456,0.91367435
31,0,"gpt-4o",0.5859635,0.8,0.97161835
31,1,"gpt-4o",0.7348889,0.95652175,0.99053234
31,2,"gpt-4o",0.40157732,0.51282054,0.93404907
31,3,"gpt-4o",0.0,0.4,0.9301795
31,4,"gpt-4o",0.52758557,0.7777778,0.96523917
31,5,"gpt-4o",1.0,1.0,0.9999999
31,6,"gpt-4o",0.20654124,0.4827586,0.917502
31,7,"gpt-4o",0.59460354,1.0,0.9873173
31,8,"gpt-4o",0.0,0.6666667,0.93008333
31,9,"gpt-4o",0.31498504,0.63529414,0.93478554
32,0,"gpt-4o",0.34185025,0.6530612,0.9527473
32,1,"gpt-4o",0.48442733,0.9230769,0.98822546
32,2,"gpt-4o",0.23899977,0.3809524,0.88633275
32,3,"gpt-4o",0.0,0.4,0.9317199
32,4,"gpt-4o",0.4028998,0.71428573,0.9529924
32,5,"gpt-4o",0.8423627,1.0,0.99117184
32,6,"gpt-4o",0.33846536,0.6315789,0.9560719
32,7,"gpt-4o",0.59460354,1.0,0.98782885
32,8,"gpt-4o",0.0,1.0,0.9826091
32,9,"gpt-4o",0.22113758,0.7058824,0.9578713
33,0,"gpt-4o",0.15858053,0.42105263,0.93642795
33,1,"gpt-4o",0.59694916,0.8888889,0.98356545
33,2,"gpt-4o",0.15848918,0.47619048,0.92735463
33,3,"gpt-4o",0.49176988,0.85925925,0.97001874
33,4,"gpt-4o",0.6070969,0.78571427,0.959458
33,5,"gpt-4o",1.0,1.0,1.0000001
33,6,"gpt-4o",0.4239724,0.84705883,0.9695385
33,7,"gpt-4o",0.59460354,1.0,0.9879457
33,8,"gpt-4o",0.0,0.6666667,0.9528417
33,9,"gpt-4o",0.25042298,0.77372265,0.9542811
34,0,"gpt-4o",0.41452706,0.7536232,0.96077496
34,1,"gpt-4o",0.78162754,0.9411765,0.98603094
34,2,"gpt-4o",0.22118947,0.5263158,0.930061
34,3,"gpt-4o",0.6279835,0.90434784,0.9684047
34,4,"gpt-4o",0.5983434,0.8,0.96695113
34,5,"gpt-4o",0.8423627,1.0,0.9931791
34,6,"gpt-4o",0.0,0.26666668,0.86258864
34,7,"gpt-4o",0.59460354,1.0,0.9879457
34,8,"gpt-4o",0.0,0.7692308,0.9586556
34,9,"gpt-4o",0.72399145,0.9411765,0.9892925
35,0,"gpt-4o",0.3681046,0.6984127,0.9571902
35,1,"gpt-4o",0.78162754,0.9411765,0.98603094
35,2,"gpt-4o",0.22118947,0.5263158,0.92947257
35,3,"gpt-4o",0.3792287,0.74545455,0.95393443
35,4,"gpt-4o",0.42706758,0.7058824,0.9445686
35,5,"gpt-4o",0.8265168,1.0,0.9923326
35,6,"gpt-4o",0.20931415,0.72289157,0.9516262
35,7,"gpt-4o",0.28256774,0.85714287,0.9621576
35,8,"gpt-4o",0.0,0.6666667,0.9528417
35,9,"gpt-4o",0.23158051,0.6495727,0.9244174
36,0,"gpt-4o",0.26065013,0.56666666,0.9425508
36,1,"gpt-4o",1.0,1.0,1.0
36,2,"gpt-4o",0.22118947,0.5263158,0.9321773
36,3,"gpt-4o",0.46864074,0.8,0.96350604
36,4,"gpt-4o",0.49099916,0.7058824,0.9549261
36,5,"gpt-4o",1.0,1.0,1.0
36,6,"gpt-4o",0.5803779,0.9230769,0.9826082
36,7,"gpt-4o",0.32019117,0.9,0.9592683
36,8,"gpt-4o",0.0,0.5714286,0.9270458
36,9,"gpt-4o",0.36627132,0.7058824,0.93854594
37,0,"gpt-4o",0.73098826,0.875,0.9813304
37,1,"gpt-4o",0.7102992,1.0,0.98702496
37,2,"gpt-4o",0.29278302,0.5652174,0.9301307
37,3,"gpt-4o",0.0,0.4,0.9322601
37,4,"gpt-4o",0.0,0.3846154,0.9398393
37,5,"gpt-4o",0.8423627,1.0,0.99323213
37,6,"gpt-4o",0.13191602,0.5925926,0.9218775
37,7,"gpt-4o",0.28256774,0.85714287,0.96097124
37,8,"gpt-4o",0.0,0.6666667,0.95133424
